Product Name,Category,Sale Price
Capstan by Pall Mall 20 HL Cigrate (Only for Jails)(97),OTC Products,212.0
Gold Falke by Rothmans of London 20 HL Cigrate (Only for Jails)(97),OTC Products,212.0
Gold Falke by Rothmans of London 20 SC  Cigrate(Only for Jails)(97),OTC Products,212.0
Embassy Filter 20 HL  Cigrate(Only for Jails)(97),OTC Products,212.0
Capstan International 20 HL Cigrate(Only for Jails)(97),OTC Products,164.0
Berry Frost 6 MG Velo - 12s (Only for Jails)(97),OTC Products,120.0
Berry Frost 10 MG Velo - 20s (Only for Jails)(97),OTC Products,150.0
Berry Frost 6 MG Velo - 20s(Only for Jails)(97),OTC Products,150.0
Polar Mint 6 MG Velo - 20s(Only for Jails)(97),OTC Products,150.0
Polar Mint 10 MG Velo - 20s(Only for Jails)(97),OTC Products,150.0
Polar Mint 14 MG Velo - 20s(Only for Jails)(97),OTC Products,180.0
Berry Frost 10 MG Velo - 12s(Only for Jails)(97),OTC Products,120.0
Polar Mint 6 MG Velo - 12s(Only for Jails)(97),OTC Products,120.0
Polar Mint 10 MG Velo - 12s(Only for Jails)(97),OTC Products,120.0
Watermelon 10 MG Velo 20s(Only for Jails)(97),OTC Products,150.0
Urban Vibe 10 MG Velo 20s(Only for Jails)(97),OTC Products,150.0
Citrus mint 10 MG Velo 20s(Only for Jails)(97),OTC Products,150.0
Pan Rush 10 MG Velo 20s(Only for Jails)(97),OTC Products,150.0
Dunhill Lights 20 HL Cigrate(Only for Jails),OTC Products,583.0
Dunhill Special 20 HL Cigrate(Only for Jails),OTC Products,583.0
Dunhill Swith  20 HL Cigrate (Only for Jails),OTC Products,633.0
John Player 20 HL Cigrate (Only for Jails),OTC Products,212.0
Capstan Filter 20 HL Cigrate(Only for Jails),OTC Products,212.0
Elaichi blast 10 MG Velo 20s (Only for Jails),OTC Products,150.0
John Player Gold Leaf FF 20 HL Cigrate (Only for Jails),OTC Products,483.0
Capstan by Pall Mall 20 HL Cigrate (Only for Jails),OTC Products,212.0
Gold Falke by Rothmans of London 20 HL  Cigrate (Only for Jails),OTC Products,212.0
Gold Falke by Rothmans of London 20 SC Cigrate (Only for Jails),OTC Products,212.0
Embassy Filter 20 HL  Cigrate (Only for Jails),OTC Products,212.0
Capstan International 20 HL Cigrate (Only for Jails),OTC Products,164.0
Berry Frost 6 MG Velo - 12s (Only for Jails),OTC Products,120.0
Berry Frost 10 MG Velo - 20s (Only for Jails),OTC Products,150.0
Berry Frost 6 MG Velo - 20s(Only for Jails),OTC Products,150.0
Polar Mint 6 MG Velo - 20s(Only for Jails),OTC Products,150.0
Polar Mint 10 MG Velo - 20s(Only for Jails),OTC Products,150.0
Polar Mint 14 MG Velo - 20s(Only for Jails),OTC Products,180.0
Berry Frost 10 MG Velo - 12s(Only for Jails),OTC Products,120.0
Polar Mint 6 MG Velo - 12s(Only for Jails),OTC Products,120.0
Polar Mint 10 MG Velo - 12s(Only for Jails),OTC Products,120.0
Watermelon 10 MG Velo 20s(Only for Jails),OTC Products,150.0
Urban Vibe 10 MG Velo 20s(Only for Jails),OTC Products,150.0
Citrus mint 10 MG Velo 20s(Only for Jails,OTC Products,150.0
Pan Rush 10 MG Velo 20s(Only for Jails),OTC Products,150.0
Divine foods White Chana Desi 1 KG (New)(137)(P),Pulses,364.0
Methi RAW (Bulk) (OB-R),All/Own Brand/RAW Spices,235.0
Star Vivo Mango Juice 250 Ml Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",60.0
Star Vivo Mango Juice 500 Ml Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",95.0
Star Vivo Mango 1000 Ml Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",170.0
Star Cola 1 Ltr Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",100.0
Star Fresh Lime 1 Ltr Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",100.0
Star Fristo 1 Ltr Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",100.0
Star Rock 1 Ltr Btl (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",100.0
Star Cola 1.5 Ltr Btls (RMCD)(69),"Beverages (Soft drink, Water, Juices, Syrups etc)",132.0
Star Fresh Lime 1.5 Ltr Btl (RMCD) (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",132.0
Star Fristo 1.5 Ltr Btl (RMCD) (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",132.0
Star Rock 1.5 Ltr Btl (RMCD) (69),"Beverages (Soft drink, Water, Juices, Syrups etc)",132.0
Islamabad Tea Hard Pack 50 gm (RMBT) (40),Tea,98.0
Golden Chat Masala 45 gm (32),Spices,88.0
Hellmanns Reg Mayo+Ketchup 2x400 gm (46),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",690.0
Shezan Imlee Sauce 300 gm (47),Ketchup Pickles Sauce Vinegar,265.0
Shezan Crushed Pickle in Oil 310 gm (47),Ketchup Pickles Sauce Vinegar,270.0
Shezan Vinegar White 300 Ml (47),Ketchup Pickles Sauce Vinegar,1.0
Shezan Classic Mayonnaise 400 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",290.0
Shezan Classic Mayonnaise 800 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",540.0
Shezan Apple Jam 190 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",170.0
Shezan Mixed Fruit Jam 190 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",170.0
Shezan Sweet Orange Marmalade 190 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",170.0
Shezan Strawberrry Jam 190 gm (47),"Jams, Jelly, Marmalades, Spreads, Mayonnaise",170.0
Toilet Soap Capri White Glow 100 gms,Toilet Soaps,85.0
Lara Beauty Soap Delux  Aleovera 135 gms(93),Toilet Soaps,105.0
Lara Beauty Soap Delux  Milk Extract 135 gms(93),Toilet Soaps,105.0
Lara Beauty Soap  Rich creamy Leather 125 gms (93),Toilet Soaps,95.0
Viva  Orchid Beauty Soap Pink Lily 140 gms(93),Toilet Soaps,95.0
Viva  Orchid Beauty Soap Honey Almond 140 gms (93),Toilet Soaps,95.0
Pak Star Regular (Twin Pak 2x1) Laundry Soap 600 gms (93),Toilet Soaps,155.0
Euro Delux Beauty Soap Milk Rose 115 gms(93),Toilet Soaps,75.0
Euro Delux Beauty Soap Cucumber 115 gms(93),Toilet Soaps,75.0
Euro Delux Beauty Soap Milk Almond 115 gms(93),Toilet Soaps,75.0
Bettani Tea 25 gm (RMBT) (1E),Tea,50.0
Bettani Tea 85 gm (RMBT) (1E),Tea,185.0
Bettani Tea 170 gm Hard Pack (RMBT) (1E),Tea,370.0
Bettani Tea 170 gm Soft Pack (RMBT) (1E),Tea,370.0
Bettani Tea 430 gm (RMBT) (1E),Tea,880.0
Bettani Tea 900 gm (RMBT) (1E),Tea,1770.0
Lumer Original 1000 gms (Detergents Powder)(18),Detergents Washing Powders,215.0
Lumer Lemon 1000 gms (Detergents Powder)(18),Detergents Washing Powders,215.0
Methi 25 Gm (OB-S),Spices,23.0
Methi 50 Gm (OB-S),Spices,45.0
Sunlight Washing Powder Pink 4 Kg(08),Detergents Washing Powders,998.0
Utility Store Pure Drinking Water 330 Ml Bottle (OB-W),"Beverages (Soft drink, Water, Juices, Syrups etc)",35.0
Ghee,All,1.0
Sugar,All,1.0
Atta,All,1.0
Milk Fields UHT 1000 Ml (1L)(RMUM),Milk,340.0
Milk Fields UHT 250 Ml (1L)(RMUM),Milk,83.0
Milk Fields Strawberry Milk 180 Ml (1L),Milk,73.0
Milk Fields Chocolate Milk 180 Ml (1L),Milk,73.0
Milk Fields Dairy Cream 200 Ml (1L),Creams,215.0
Jazaa Vermicelli 150 gm (1Q),Vermicelli Pasta Macaroni Noodle,65.0
Jazaa Pheni 200 gm (1Q),Vermicelli Pasta Macaroni Noodle,215.0
Jazaa  Tea Rusk 220 gm (1Q),Snacks (Biscuits Cake Chips),175.0
Jazaa  Assorted Cookies 240 gm (1Q),Snacks (Biscuits Cake Chips),370.0
Jazaa  Sugar Puff Pastry 200 gm (1Q),Snacks (Biscuits Cake Chips),285.0
Jazaa Ginger Garlic Paste 330 gm (1Q),Ketchup Pickles Sauce Vinegar,320.0
Jazaa Garlic Paste 330 gm (1Q),Ketchup Pickles Sauce Vinegar,300.0
Jazaa Tumeric Powder 50 gm (1Q),Spices,72.0
Jazaa Black Pepper Powder 50 gm (1Q),Spices,165.0
Jazaa White Pepper Powder 50 gm (1Q),Spices,290.0
Jazaa Chat Masala 50 gm (1Q),Spices,85.0
Jazaa Red Chilli Powder 100 gm (1Q),Spices,195.0
Jazaa Coriander Powder 100 gm (1Q),Spices,150.0
Jazaa Turmeric Powder 100 gm (1Q),Spices,140.0
Jazaa Black Pepper Powder 100 gm (1Q),Spices,320.0
Jazaa Garam Masala 100 gm (1Q),Spices,350.0
JazaaChat Masala 100 gm (1Q),Spices,165.0
Jazaa Traditional Bombay Biryani 30 gm (1Q),Spices,44.0
Jazaa Biryani  Masala 45 gm (1Q),Spices,105.0
Jazaa Peshawari Karahi 50 gm (1Q),Spices,105.0
Jazaa Mughlai Qorma 50 gm (1Q),Spices,105.0
Jazaa Riwaiti Achar Gosht 50 gm (1Q),Spices,105.0
Jazaa Special Tikka 50 gm (1Q),Spices,105.0
Jazaa Chicken Masala 50 gm (1Q),Spices,105.0
Jazaa Fish Masala 50 gm (1Q),Spices,105.0
Jazaa Haleem Masala 50 gm (1Q),Spices,105.0
Jazaa Haleem Mix 300 gm (1Q),Spices,320.0
Jazaa Dried Fenugreek Leaves (Kasuri Methi) (1Q),Spices,52.0
Jazaa Red Chilli Powder 50 gm (1Q),Spices,110.0
Jazaa Banana Jelly 80 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",140.0
Jazaa Kheer Mix 155 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",125.0
Jazaa Badam Kheer Mix 155 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",125.0
Jazaa Pista Kheer Mix 155 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",125.0
Jazaa Sheer Khurma 160 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",205.0
Jazaa Mango Custard 250 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",150.0
Jazaa Strawberry Custard 250 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",150.0
Jazaa Vanila Custard 250 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",150.0
Jazaa Corn Flour 250 gm (1Q),"Dessert (Custard Cereals Kheer, Pudding)",130.0
Jazaa Salty Potato Sticks 180 gm (1Q),Nimko,160.0
Jazaa Khatta Meetha Mix 200 gm (1Q),Nimko,160.0
Jazaa Nimco Mix 200 gm (1Q),Nimko,160.0
Hasan Shamim Two Rice 1kg(133)(R),Rice,225.0
Hasan Shamim Two Rice 2kg(133)(R),Rice,450.0
Hasan Shamim Two Rice 5kg(133)(R),Rice,1125.0
Head & Shoulders Clean 5 ML,All,1.0
Head & Shoulder Black 5 ML,All,1.0
Tux Party Pack Pink,All,1.0
USC Cloth Washing Brush,All,1.0
USC MOB Small,All,1.0
Super Power Detergent 100 gm,All,1.0
Choice Ghee 1 Kg Pouch,Ghee,463.0
Mumta Ghee 1 Kg Pouch,Ghee,463.0
Bakhtawar Ghee 1 Kg Pouch (RMGH),Ghee,440.0
Nova Bathroom Cleaner 250 ml Bottle(1K),Bleach Phenyl Cleaners blue liquid,120.0
Kisan Shahi Tukra Broken Rice 1Kg (132)(R),Rice,195.0
Kisan Shahi Tukra Broken Rice 2Kg(132)(R),Rice,390.0
Kisan Shahi Tukra Broken Rice 5Kg(132)(R),Rice,975.0
Kisan Yasmin Long Grain 1Kg(132)(R),Rice,285.0
Kisan Yasmin Long Grain 2Kg(132)(R),Rice,570.0
Kisan Yasmin Long Grain 5Kg(132)(R),Rice,1425.0
Plastic Plate Large ICL Pure,Plastic Items House Hold Utensils,69.0
Plastic Plate Medium ICL Rcyl,Plastic Items House Hold Utensils,60.0
Sufi Cola 250 ml Can (1D),"Beverages (Soft drink, Water, Juices, Syrups etc)",79.0
Sufi Leman 250 ml Can (1D),"Beverages (Soft drink, Water, Juices, Syrups etc)",79.0
Sufi Manta 250 ml Can (1D),"Beverages (Soft drink, Water, Juices, Syrups etc)",79.0
Sufi Lychee 250 ml Can (1D),"Beverages (Soft drink, Water, Juices, Syrups etc)",79.0
Nuswar Per Pkt (SWM)(Only for Jails),All / Non Food / OTC Products,35.0
Chip Hop Premium Chocolate Cookies  (10x18),Snacks (Biscuits Cake Chips),30.0
Crux Bisconni 6x24,Snacks (Biscuits Cake Chips),20.0
Dry Dream Premium Coffee Cookies 10x18,Snacks (Biscuits Cake Chips),30.0
Novita Wafers Orange 10x18,Snacks (Biscuits Cake Chips),40.0
Treet Half Roll Bisconni 20x24,Snacks (Biscuits Cake Chips),10.0
Perfetto Egg & Milk Cookies Rs 30,Snacks (Biscuits Cake Chips),30.0
Mi More Premium Cookies 8x18,Snacks (Biscuits Cake Chips),40.0
Non Woven W-Cutt Bag 30 GSM (12X15)  1 PC (King (SMC)(1S),Miscellaneous,10.0
Non Woven W-Cutt Bag 30 GSM (15X18) 1 PC(King (SMC)(1S),Miscellaneous,15.0
Non Woven W-Cutt Bag 30 GSM (18X21) 1 PC (King (SMC)(1S),Miscellaneous,20.0
Non Woven W-Cutt Bag 40 GSM (22X24)(1S) 1 PC (King (SMC)(1S),Miscellaneous,30.0
Non Woven W-Cutt Bag 40 GSM (24X26) 1 PC (King (SMC)(1S),Miscellaneous,35.0
A1 Gentle Immense(BOX) 175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A2 Gentle Essential 175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A3 Gentle Velvet  175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A4 Gentle Roseleaf  175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A5 Gentle Crystal  175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A6 Gentle Sunshine  175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A7 Gentle Bloom    175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A8 Gentle Segments   175mm x 180mm (1Y),"Toilet Rolls,Tissues",270.0
A9 Gentle Petunia   175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
A10 Gentle Paris   175mm x 180mm(1Y),"Toilet Rolls,Tissues",270.0
B1 Gentle Silksoft(BOX)  155mm x 180mm (1Y),"Toilet Rolls,Tissues",270.0
B2 Gentle Comfort   155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B3 Gentle Floral   155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B4 Gentle Serenity   155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B5 Gentle Royal    155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B6 Gentle Garden    155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B7 Gentle Haven     155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
B8 Gentle Breeze    155mm x 180mm (1Y),"Toilet Rolls,Tissues",255.0
C1 Gentle Luxury(Box)   130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
C3 Gentle Cuddle   130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
C4 Gentle Flora        130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
C5 Gentle Sky       130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
C6 Gentle SnowFall    130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
C7 Gentle Origami      130mm x 180mm (1Y),"Toilet Rolls,Tissues",235.0
S1 Gentle Blossom    190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S2 Gentle Autumn     190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S3 Gentle Midnight190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S4 Gentle Shajar190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S5 Gentle Dream 190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S6 Gentle Dusk 190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
S7 Gentle Harmony 190mm x 180mm (1Y),"Toilet Rolls,Tissues",290.0
A Gentle Immense 175mm x 180mm (1Y),"Toilet Rolls,Tissues",225.0
B Gentle Silksoft 155mm x 180mm (1Y),"Toilet Rolls,Tissues",205.0
C Gentle Luxury 130mm x 180mm (1Y),"Toilet Rolls,Tissues",185.0
D Gentle Mini 120mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Mini 7 175mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Mini 8 175mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Mini 9 175mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Mini 10  175mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Mini 11 175mm x 180mm (1Y),"Toilet Rolls,Tissues",145.0
Gentle Toilet Roll 100 gms (1Y),"Toilet Rolls,Tissues",146.0
Gentle Toilet Roll 120 gms (1Y),"Toilet Rolls,Tissues",165.0
Gentle Toilet Roll 140 gms (1Y),"Toilet Rolls,Tissues",185.0
Eggs 57 to 60 gm (30 Eggs) (1U),Snacks (Biscuits Cake Chips),750.0
Eggs 57 to 60 gm (Per Dozen) (1U),Snacks (Biscuits Cake Chips),270.0
Egg Per Pcs (57 to 60 gm) Per Pcs (1U),Snacks (Biscuits Cake Chips),23.0
Eggs (Per Dozen Hard Packing) (1U),Snacks (Biscuits Cake Chips),300.0
Aspine Synthetic Liquid Dishwash  750 ml(18),Detergents Dish Wash/Dish wash Bar,560.0
Aspine Synthetic Liquid Dishwash  475 ml(18),Detergents Dish Wash/Dish wash Bar,375.0
Islamabad Tea Gold 800 gm (RMBT)(40),Tea,1370.0
Islamabad Tea Gold 150 gm (RMBT)(40),Tea,275.0
Aspine Dishwash Liquid very Powerful 275 ml(18),Detergents Dish Wash/Dish wash Bar,150.0
Islamabad Tea Gold 70 gm (RMBT)(40),Tea,148.0
Aspine  Dishwash Liquid very Powerful 475 ml(18),Detergents Dish Wash/Dish wash Bar,240.0
Aspine Dishwash Liquid very Powerful 750 ml (18),Detergents Dish Wash/Dish wash Bar,350.0
Aspine Syntheti Liquid Detergent  2000 ml  for laundry use (Sterilizing Formauls)(18),Detergents Washing Powders,1390.0
Lumer Original 5 kg (Detergents Powder) (18),Detergents Washing Powders,1150.0
Vista Detergent Powder 2 Kg (89),Detergents Washing Powders,875.0
Zug Washing Powder 4 Kg (89),Detergents Washing Powders,820.0
Zug Washing Powder 5 kg (89),Detergents Washing Powders,1030.0
1-Wash Dishwash Bar 215 gms (89),Detergents Dish Wash/Dish wash Bar,40.0
Knorr Noodles Chicken Single 72X50gm (46),Vermicelli Pasta Macaroni Noodle,50.0
1-Wash Dishwash Bar 260 gms (89),Detergents Dish Wash/Dish wash Bar,50.0
Knorr Chatpata Sinlge Pk 72X50gm (46),Vermicelli Pasta Macaroni Noodle,50.0
Knorr Blazing (Double Pack) 18X249.4gm (46),Vermicelli Pasta Macaroni Noodle,335.0
Knorr Chatpatta (Pack of 6) 12X300gm (46),Vermicelli Pasta Macaroni Noodle,295.0
Knorr Chicken (Pack of 6) 12X300gm (46),Vermicelli Pasta Macaroni Noodle,295.0
Knorr Chatpatta (Pack of 4) 18X200gm (46),Vermicelli Pasta Macaroni Noodle,195.0
Knorr Chicken (Pack of 4) 18X200gm (46),Vermicelli Pasta Macaroni Noodle,195.0
Knorr KOREAN Noodles KIMCHI RAMEN 40X133gm (46),Vermicelli Pasta Macaroni Noodle,340.0
Buttons Chocolate 12x24 Box (61),Chocolates Toffees Sweets,30.0
Cloud-9 Chocolate 18x18 Box (62),Chocolates Toffees Sweets,20.0
Shield Baby Wipes (53),Baby DIAPERS/Baby Wipes,215.0
Millan Washing  Powder 1000 gms(22),Detergents Washing Powders,365.0
Millan Washing  Powder 500 gms(22),Detergents Washing Powders,185.0
Millan Washing  Powder 255 gms(22),Detergents Washing Powders,97.0
Millan Washing  Powder 135 gms (22),Detergents Washing Powders,50.0
Millan Washing  Powder 22 gms(22),Detergents Washing Powders,10.0
Medicam dental cream 140 gms (Brush Pack)(09),Tooth Paste,320.0
Medicam Gel Tooth Paste 75 gms Red (09),Tooth Paste,160.0
Medicam Gel Tooth Paste  75 gms green(09),Tooth Paste,160.0
Medicam Gel Tooth Paste  75 gms Blue(09),Tooth Paste,160.0
Medicam Gel Tooth Paste  125 gms Red(09),Tooth Paste,225.0
Medicam Gel Tooth Paste 125 gms green(09),Tooth Paste,225.0
Medicam Gel Tooth Paste  125 gms Blue(09),Tooth Paste,225.0
Medicam Intense Clean-Tooth Brush (Rs.60/-)(09),Tooth Brushes,60.0
Medicam Active Clean-Tooth Brush (Rs.70/-)(09),Tooth Brushes,70.0
Medicam Double Protection- Tooth Brush(Rs.80/-)(09),Tooth Brushes,80.0
Medicam Ultra Protection- Tooth Brush(Rs.80/-)(09),Tooth Brushes,90.0
Haleeb Milk 250 Ml (Ecolean) (RMUT)(51),Milk,85.0
Asli Milk 250 Ml (Ecolean) (RMUT)(51),Milk,71.0
OXO BIODEGRADABLE ADDITV,All/Own Brand/Raw poly granual,2195.0
Surf Excel HS STD Washing  35 gms Powder Care(08),Detergents Washing Powders,19.0
Rin Washing Powder New 140 gms(08),Detergents Washing Powders,50.0
Rin Washing Powder 25 gms(08),Detergents Washing Powders,10.0
Nutri Red Chilli Whole 100gm (1W),Spices,135.0
Nutri Black Pepper Whole 100gm (1W),Spices,250.0
Nutri Black Pepper Powder 50 Gm (1W),Spices,130.0
Nutri Black Pepper Powder 100gm (1W),Spices,260.0
Nutri Imli 200 Gm (1W),Spices,235.0
Nutri Fennel Sonf 100 Gm (1W),Spices,210.0
Nutri Garam Masala Powder 100Gm (1W),Spices,325.0
Nutri Corriender Whole 100 Gm (1W),Spices,100.0
Nutri Corriander Powder 100Gm (1W),Spices,97.0
Nutri Clove 50 Gm (1W),Spices,285.0
Nutri Cumin Seed White 100 Gm (1W),Spices,330.0
Nutri Till White 100Gm (1W),Spices,90.0
Nutri Four Seed 100 Gm (1W),Spices,140.0
Nutri Ginger Powder 100gm (1W),Spices,175.0
Nutri Garlic Powder 100gm (1W),Spices,102.0
Nutri Ajwain 100gm (1W),Spices,65.0
Nutri Kalonji 100 Gm (1W),Spices,125.0
Nutri Green Cardamom 25 Gm (1W),Spices,290.0
Nutri Green Cardamom Regular 50gm (1W),Spices,590.0
Nutri Cinnamon Stick 50 Gm (1W),Spices,85.0
Nutri Tez Pata 50gm (1W),Spices,70.0
Nutri Methi Khushk 50 Gm (1W),Spices,40.0
Nutri Khashkash 100 Gm (1W),Spices,130.0
Nutri Plum Sweet 100 Gm (1W),Spices,155.0
Nutri Plum Sour 100gm (1W),Spices,155.0
Nutri Chat Masala 100 Gm (1W),Spices,100.0
Nutri Sagodana 100gm (1W),Spices,82.0
Nutri Mashri 100gm (1W),Spices,70.0
Nutri Red Chili Darah 100 Gm (1W),Spices,87.0
Nutri Red Chilli Darah 200 Gm (1W),Spices,175.0
Nutri Star  Anaseed 50gm (1W),Spices,200.0
Nutri Big cardamom 50 Gm (1W),Spices,370.0
Nutri Garam Masala Whole 250gm (1W),Spices,650.0
Nutri White Pepper Whole 50 Gm (1W),Spices,180.0
Nutri Big Cardamom 25gm (1W),Spices,182.0
Nutri Anardaana 100Gm (1W),Spices,90.0
Nutri Ispaghol Husk 80gm (1W),Ispaghol,630.0
Nutri Coconut Slice 100 Gm (1W),Giri,155.0
Nutri Chana Makhana 200 Gm (1W),Dry Fruits,185.0
Nutri Sounf Sweet 300gm (1W),Dry Fruits,175.0
Nutri Paan Masala sweet 200gm (1W),Dry Fruits,200.0
Agro Pak Baison 1 Kg (92),Pulses,273.0
Agro Pak Pasta Swiyyan 200 gm (92),Vermicelli Pasta Macaroni Noodle,86.0
Agro Pak Swiyyan U Shap 200 gm (92),Vermicelli Pasta Macaroni Noodle,88.0
Agro Pak Red Chilli Crushed 100 gm (92),Spices,106.0
Agro Pak Red Chilli Crushed 200 gm (92),Spices,208.0
Agro Pak Balangu 100 gm (92),Spices,268.0
Egg Per Pcs around 60 gm (SWM),Snacks (Biscuits Cake Chips),26.0
Agro Pak Bedyan Khatai 25 gm (92),Spices,110.0
Agro Pak Chat Masala 100 gm (92),Spices,113.0
Agro Pak Raiee 100 gm (92),Spices,140.0
Agro Pak Alsi 100 gm (92),Spices,70.0
Agro Pak Phatkari 100 gm (92),Spices,34.0
Agro Pak Khashkhass 100 gm (92),Spices,138.0
Agro Pak Meetha Soda 100 gm (92),Spices,28.0
Agro Pak Ginger Powder 100 gm (92),Spices,218.0
Agro Pak Garlic Powder 100 gm (92),Spices,103.0
Agro Pak Starch 100 gm (92),Spices,38.0
Agro Pak Chagoondh 100 gm (92),Spices,133.0
Agro Pak Gondh Ketra 100 gm (92),Spices,243.0
Agro Pak Marabba Amla 1000 gm (92),Ketchup Pickles Sauce Vinegar,478.0
Agro Pak Murabba Apple 1000 gm (92),Ketchup Pickles Sauce Vinegar,508.0
Agro Pak Murabba Carrot 1000 gm (92),Ketchup Pickles Sauce Vinegar,436.0
Agro Pak Mehndi 100 gm (92),All / Non Food / OTC Products,78.0
Agro Pak Food Color 5 gm (92),OTC Products,38.0
Agro Pak Ispaghol Husk 25 gm (92),Ispaghol,328.0
Agro Pak Kewara Bottle 25 ml (92),OTC Products,104.0
Agro Pak Imli 100 gm (92),Dry Fruits,90.0
Agro Pak Alubukhara 200 gm (92),Dry Fruits,338.0
Agro Pak  Imli 200 gm (92),Dry Fruits,178.0
Agro Pak Chaar Maghaz 100 gm (92),Dry Fruits,308.0
Agro Pak Till White 100 gm (92),Dry Fruits,84.0
Agro Pak Khopra Sliced 100 gm (92),Dry Fruits,126.0
Agro Pak Giri Brada 100 gm (92),Dry Fruits,163.0
Agro Pak Sagudana 200 gm (92),Baby Food,173.0
Agro Pak Sagudana 100 gm (92),Baby Food,88.0
Agro Pak Alubukhara 100 gm (92),Dry Fruits,176.0
Wheat (Confiscated) 1 Kg,Commodity Atta,67.65
Koila 1 Kg (Only for Jails) (1V),All / Non Food / OTC Products,93.0
Koila 2 Kg (Only for Jails) (1V),All / Non Food / OTC Products,186.0
Koila 5 Kg (Only for Jails) (1V),OTC Products,465.0
U Click Ball Point Blue (1V),Stationery Items,10.0
U Click Ball Point Black (1V),Stationery Items,10.0
Deer Racer Ball Point Blue (1V),Stationery Items,15.0
Deer Racer Ball Point Black (1V),Stationery Items,15.0
Master Felo Ball Point Blue (1V),Stationery Items,15.0
Master Felo Ball Point Black (1V),Stationery Items,15.0
Piano Ball Point Blue (1V),Stationery Items,20.0
Piano Ball Point Black (1V),Stationery Items,20.0
Piano Cryster Ball Point Blue (1V),Stationery Items,25.0
Golden Sun Canola Oil 4.5 Ltr Btl,Cooking Oil,2340.0
Piano Cryster Ball Point Black (1V),Stationery Items,25.0
Golden Sun Cooking Oil 4.5 Ltr Btl,Cooking Oil,2340.0
Golden Sun Banasapti 2.5 Kg Tin,Ghee,1260.0
Dollar BP-3 Ball Point Blue (1V),Stationery Items,30.0
Dollar BP-3 Ball Point Black (1V),Stationery Items,30.0
Dal Moong Washed 900 gm(140)(P),Pulses,395.0
Ayaan Atta Chakki 10 kg (Consignment),Atta,1080.0
Double Sunflower Chakki Atta 10 kg (Consignment),Atta,1080.0
Beef Shami Kabab 256 gm,Frozen Food,355.0
Beef Shami Kabab Economy768 gm,Frozen Food,980.0
Chicken Shami Kabab 256 gm,Frozen Food,355.0
